Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
6ab917ea3e170a2a817c55999e8007c5,Social Sciences,"Safe, Lock, and Ready to Go",My students need safe cases to protect and a cart to store their new Amazon tablets.,Florida,suburban,33063,Grades 9-12,"safe, lock, and ready to go & my students need safe cases to protect and a cart to store their new amazon tablets. & social sciences & florida"
94eb6bf9fae8703ba50c701226cfd895,"Applied Sciences, Environmental Science",Renewable Energy for Environmentalists!,My students need Lego Renewable Energy and Pneumatics Add-on Sets along with an iPad Mini to become Environmental Scientists!,California,suburban,92509,Grades 6-8,"renewable energy for environmentalists & my students need lego renewable energy and pneumatics addon sets along with an ipad mini to become environmental scientists & applied sciences, environmental science & california"
a656369d04ed0a242501ff44571f9f6b,"Health & Wellness, Visual Arts",Color Stress Away!,My students need 65 Mandala coloring books to reduce stress and promote mental health.,California,urban,92301,Grades 6-8,"color stress away & my students need 65 mandala coloring books to reduce stress and promote mental health. & health & wellness, visual arts & california"
581ee02ca8221e32abff2cde56a72853,"Literacy, Literature & Writing","An iPad Will Bring A More Fun, Deeper, Way of Learning.",My students need a way to the future. An iPad will allow us to open a new world in the classroom and share it with others. ,California,suburban,92555,Grades 9-12,"an ipad will bring a more fun, deeper, way of learning. & my students need a way to the future. an ipad will allow us to open a new world in the classroom and share it with others. & literacy, literature & writing & california"
936042944d387906f01b48a3363decfa,"Literacy, Mathematics",Using Technology in SMART Ways!,My students need an interactive Smart Board to enhance lessons and technology use.,Michigan,suburban,48430,Grades PreK-2,"using technology in smart ways & my students need an interactive smart board to enhance lessons and technology use. & literacy, mathematics & michigan"
f83a589eb471f3ff71e27c4d44f3e45d,"Early Development, Social Sciences",We Need A Robot Like Nao!,"My students need a Nao, an autonomous, programmable humanoid robot, and training course to take learning to new heights! ",California,urban,93313,Grades PreK-2,"we need a robot like nao & my students need a nao, an autonomous, programmable humanoid robot, and training course to take learning to new heights & early development, social sciences & california"
a8a705cb0369aaac6bdfef0195b298f0,"Music, Performing Arts",Teaching Tolerance Through Teamwork & Tunes,"My students need metronomes, tuners, and basic instrument and office supplies to help them work together as a section to be organized and prepared for rehearsal.",New York,urban,11214,Grades 3-5,"teaching tolerance through teamwork & tunes & my students need metronomes, tuners, and basic instrument and office supplies to help them work together as a section to be organized and prepared for rehearsal. & music, performing arts & new york"
eb806897dd633c14623a34fabdd1531c,"Environmental Science, Mathematics",Games for Rainy Days,"My students need games such as Chess, Boggle and Yahtzee to have for rainy days during break and lunch time.",California,urban,95355,Grades 6-8,"games for rainy days & my students need games such as chess, boggle and yahtzee to have for rainy days during break and lunch time. & environmental science, mathematics & california"
2a96f83974b3fadfb850212e7e981501,"Literacy, Mathematics",2 Laptops Needed for 25 Awesome First Graders,"My students need 2 more laptops. I have 25 first graders in my classroom, and currently only have 2 student laptops. Thank you for your help!! ",Texas,suburban,75104,Grades PreK-2,"2 laptops needed for 25 awesome first graders & my students need more laptops. i have 25 first graders in my classroom, and currently only have student laptops. thank you for your help & literacy, mathematics & texas"
e4a3c6743527a53a412a2d8b6f69c93d,Visual Arts,I Screen + Button! Button!: Part 2,"My students need screen printing and button making materials, like fabric squeegees, emulsion kits and t-shirts.",Texas,suburban,77511,Grades 9-12,"i screen button button part & my students need screen printing and button making materials, like fabric squeegees, emulsion kits and tshirts. & visual arts & texas"
8368f7e9a39817ef2c8177f3c5a3965b,"Health & Wellness, Special Needs",Wii Love Positive Behavior!,My students need a Wii console and an extra controller. These will be used to reinforce positive behaviors while promoting health and fitness.,Georgia,suburban,30344,Grades PreK-2,"wii love positive behavior & my students need a wii console and an extra controller. these will be used to reinforce positive behaviors while promoting health and fitness. & health & wellness, special needs & georgia"
c06796e596994ffa9b5b00ac0db3b217,Literacy,Listen! Do You Want to Know a Secret?,"My students need some items for our listening center. They need inteactive books on CD, Listen and Learn phonics kit and a stoytelling kit to help bring books to life. ",North Carolina,urban,27406,Grades PreK-2,"listen do you want to know a secret & my students need some items for our listening center. they need inteactive books on cd, listen and learn phonics kit and a stoytelling kit to help bring books to life. & literacy & north carolina"
0026b34039dc4aba1fc028f25fe3deb3,"Applied Sciences, Visual Arts",What Will My Students Create?,My students need 3Doodlers to bring to life their creations and designs.,California,urban,90043,Grades PreK-2,"what will my students create & my students need 3doodlers to bring to life their creations and designs. & applied sciences, visual arts & california"
01690360e11895b3adfcf099980b888e,Visual Arts,"ART, What a Beautiful Gift!","My students need acrylic paint, assorted cardstock, paper gift bags, binding combs, and a flash drive to continue working on their art pieces.",California,urban,90031,Grades PreK-2,"art, what a beautiful gift & my students need acrylic paint, assorted cardstock, paper gift bags, binding combs, and a flash drive to continue working on their art pieces. & visual arts & california"
05a09d0ed7fb83064917e8eda17bc20a,"Character Education, Visual Arts",Artivists in the Making: Printmaking to Inspire Middle School Students,My students need printmaking art materials to make multiple prints of meaningful posters and mini-posters for social justice causes they are researching.,California,urban,90065,Grades 6-8,"artivists in the making printmaking to inspire middle school students & my students need printmaking art materials to make multiple prints of meaningful posters and miniposters for social justice causes they are researching. & character education, visual arts & california"
18aad3a9c4e994479a5bc709eaf13def,"Social Sciences, Visual Arts",Art..a Universal Language!,"My students need a Lenova laptop to research artists, watch videos on art, and create a green screen movie!",California,urban,90031,Grades PreK-2,"art..a universal language & my students need a lenova laptop to research artists, watch videos on art, and create a green screen movie & social sciences, visual arts & california"
1b495ffb73724b16d7f492df688e24df,"ESL, Performing Arts",Green Screen Presentations,My students need an adjustable iPad tripod to make green screen presentations.,California,urban,90813,Grades 3-5,"green screen presentations & my students need an adjustable ipad tripod to make green screen presentations. & esl, performing arts & california"
239d143aa67db7aaa64fcb6bb1711461,Visual Arts,Even Picasso Couldn't Create Without Supplies,My students need easels and a standing desk that will allow them more space and privacy. They would love a drying rack to display their masterpieces!,California,suburban,91340,Grades PreK-2,even picasso couldnt create without supplies & my students need easels and a standing desk that will allow them more space and privacy. they would love a drying rack to display their masterpieces & visual arts & california
